engagement,followers,following,total_likes,author_name,privateAccount,verified,total_videos,day_posted,time_posted,video_likes,video_comments,video_plays,video_duration,shareCount,isMuted,isPinned,isSlideshow,music_name,original_sound,hashtags_used
44400,1500000,1099,56000000,then8tivedogfather,False,False,1262,wednesday,0.23,14600000,50000,126800000,30,537400,False,False,False,Underworld (Slowed + Reverb),False,5
42700,6600000,448,496900000,artbydemarcusshawn,False,True,1145,monday,15.07,14400000,210500,58600000,29,416300,False,False,False,original sound,True,1
5922,10100000,26,111500000,azchpn,False,True,377,friday,12.04,14400000,86100,108200000,14,307900,False,False,False,オリジナル楽曲 - Panna,True,6
234,245400,125,27000000,nwuic7,False,False,22,thursday,15.52,14400000,67700,153900000,6,732400,True,False,False,Cupid (Twin Ver.),False,5
9357,600400,45,16000000,funnyjuicebox,False,False,139,sunday,7.23,14400000,31100,95000000,58,732000,True,False,False,i know im f d up but its sad lofi,True,3
10200,26100000,566,662600000,jaykindafunny8,False,True,1009,monday,19.02,14300000,126800,150300000,18,757800,False,False,False,original sound,True,3
0,7500000,18,525800000,juleko_o,False,False,63,thursday,18.30,14300000,102700,90600000,6,819500,False,False,False,original sound,True,2
3064,83000,43,15300000,_naitorelorraine_,False,False,64,monday,19.39,14300000,148000,72800000,6,455900,False,False,False,original sound,True,8
15700,84900,190,9400000,tpetey93,False,False,17,thursday,22.53,8600000,80500,47900000,10,330200,False,False,False,original sound,True,5
8,415400,43,18000000,thwenndy,False,False,6,monday,22.44,8600000,22900,81700000,111,52400,True,False,False,Shake It Off,False,5
8867,2500000,241,148100000,karenmendoza_xo,False,False,813,tuesday,0.23,8500000,54400,57500000,9,173700,False,False,False,original sound,True,1
10700,5000000,96,52000000,_mister_z,False,True,178,thursday,19.35,8500000,14300,72500000,21,25100,False,False,False,original sound,True,4
27,138000,1,8500000,abuantar_og,False,False,2,tuesday,18.41,8400000,37100,33300000,5,806400,False,False,False,Originalton,True,3
2190,403200,96,16400000,miss___esha,False,False,139,thursday,16.29,8400000,52700,66800000,24,58100,True,False,False,I Don't Mind,True,7
170,85700,0,8400000,creative_video__,False,False,49,monday,0.41,8400000,64600,120400000,70,75900,False,False,False,Summer party (20 seconds),False,5
609,3500000,143,46500000,quarteto.oficial,False,True,311,saturday,15.13,8400000,72900,73900000,44,746200,False,False,False,som original,True,9
23900,362100,558,10300000,im_mamag,False,False,1818,friday,5.06,8300000,34000,88700000,41,303500,False,False,False,original sound,True,6
49000,7300000,299,285700000,unique.planet,False,False,1036,wednesday,17.00,8300000,20000,26300000,29,20900,True,False,False,ЗВУК ДЛЯ РЕК,True,4
12100,1400000,97,53000000,drooscroo,False,False,459,monday,23.57,8300000,40000,48400000,18,232600,False,False,False,original sound,True,5
188,1500000,33,59100000,kittenheal,False,False,1946,monday,14.37,8300000,89000,73900000,16,1100000,False,False,False,original sound - kittenheal,True,15
164300,41000,2918,7600000,ceciuzzzzz,False,False,255,friday,18.59,7100000,47200,40100000,34,48700,False,False,False,suono originale,True,5
387,565400,40,8400000,graveshyft,False,False,21,sunday,7.45,7100000,18800,106300000,17,24200,False,False,False,nhạc nền - Chụp Sao Cho Đẹp✅,True,6
35700,4400000,23,135200000,royningboy888,False,False,3053,tuesday,2.32,7100000,25900,156100000,5,512400,False,False,False,оригинальный звук,True,8
0,5100000,217,0,bob.reese,False,False,0,saturday,5.50,7100000,10600,31500000,21,15600,False,False,False,Spongebob - Instrumental,False,8
468,34600,13,15400000,aarxbn,False,False,778,wednesday,1.56,7100000,26700,38100000,76,47000,False,False,False,Vengeance,False,6
883,525500,92,20500000,life_with_leochubbs,False,False,237,sunday,20.23,7100000,91900,36000000,8,910600,False,False,False,LMAO THE VIDS,True,20
1333,3000000,34,234400000,mollyandjordy,False,False,3511,wednesday,15.59,7100000,12800,43800000,11,373200,False,False,False,original sound,True,22
6673,243100,224,12000000,christieannefit,False,False,183,wednesday,19.14,7000000,37500,50400000,29,43400,False,False,False,original sound,True,10
121900,143300,957,9500000,yahtzeeman541,False,False,294,sunday,15.09,7000000,34600,34900000,14,115400,False,False,False,original sound,True,4
5077,546100,68,7200000,dj_bravoo,False,False,38,thursday,16.33,7100000,27700,97000000,52,141700,False,False,False,original sound,True,9
258,205700,31,8600000,ruffryderthegr,False,False,143,monday,16.56,7000000,20200,45100000,19,534000,False,False,False,original sound,True,10
2975,707700,105,14400000,antonio_ipiz,False,False,45,wednesday,12.01,7000000,179800,127200000,17,1200000,True,False,False,FLOWER,False,6
215,0,0,11500000,get.rackz,False,False,39,tuesday,1.23,11000000,75900,63700000,11,262100,False,False,False,NO,False,7
8699,0,0,22900000,yourcrystalshop,False,False,949,thursday,1.02,11100000,174000,69200000,28,1000000,False,False,False,original sound,True,10
1878,0,0,64500000,safariaitana,False,False,378,friday,13.27,11000000,101900,64700000,18,232100,False,False,False,SNAP - High and Fast,False,9
5078,0,0,14500000,sergiocentenojackson,False,False,467,saturday,23.39,10900000,303100,83700000,16,680700,False,False,False,bet you scrHEEHEEamed,True,16
11500,0,0,95200000,nimbus_siberian,False,False,402,monday,1.00,10900000,47200,83900000,10,1300000,False,False,False,original sound,True,6
53200,0,0,105300000,theowisseh_,False,False,297,wednesday,22.37,10900000,64900,67700000,38,631500,False,False,False,original sound,True,5
2110,0,0,110500000,goatdaddys,False,False,656,wednesday,11.47,10900000,63600,92900000,57,181400,False,False,False,original sound,True,4
2948,0,0,14700000,erikguzon,False,False,167,monday,19.48,10900000,64100,135000000,50,389500,True,False,False,Buss It,False,5
1249,0,0,36600000,its.appie,False,True,425,wednesday,16.29,10800000,35800,123500000,17,79900,False,False,False,San Andreas (Radio Edit),False,8
15800,0,0,62700000,everydayalex,False,False,715,monday,20.24,10800000,43100,46100000,56,66600,False,False,False,original sound,True,4
47100,1900000,126,31600000,tommasomasino1,False,False,417,thursday,16.35,14300000,100300,120500000,15,101800,False,False,False,son original,True,5
25100,10000000,104,236000000,daveardito,False,False,420,monday,18.45,14300000,108900,89400000,15,216100,False,False,False,Super Smash Bros Brawl Drill Remix,True,5
541,1700000,3,28100000,bunggeejump,False,False,357,sunday,23.04,14300000,139700,549400000,10,864500,False,False,False,оригинальный звук,True,5
7994,1800000,85,72700000,icm_triplets,False,False,241,monday,9.07,14200000,51000,109100000,12,129200,False,False,False,dc foginme,True,7
857,572700,173,14900000,mohomkhay122,False,False,8,thursday,18.38,14200000,79900,137100000,10,524800,False,False,False,မူရင်းအသံ,True,3
28600,14100000,8,466100000,garett__nolan,False,True,892,thursday,16.46,14200000,113000,93600000,14,246300,False,False,False,Fat Joe - All the Way Up,True,2
5465,2400000,201,48300000,dobyandblue,False,False,200,saturday,17.46,14200000,32900,131600000,10,162100,False,False,False,original sound,True,5
25900,689100,573,18000000,marsyabungaaa,False,False,278,friday,13.05,14200000,146600,121700000,38,251500,False,False,False,original sound - marsya bunga,True,5
9269,1500000,3,46300000,cosmiic.childd,False,False,85,monday,16.17,14200000,71200,103800000,31,342200,False,False,False,Love You So,False,8
17400,3300000,314,90200000,jakecornelll,False,False,958,wednesday,19.19,14200000,49100,74300000,15,93300,False,False,False,jake cornell on spotify,True,5
22300,210000,81,15600000,katrina_ashleighh,False,False,32,tuesday,22.21,14200000,128800,127000000,9,751600,False,False,False,Monkeys Spinning Monkeys,False,5
3915,10000000,125,199500000,samseats,False,True,170,thursday,15.09,14100000,77900,96900000,59,93000,False,False,False,original sound,True,5
64900,9100000,906,124500000,nikkililly,False,True,536,tuesday,21.40,6400000,56800,102400000,10,164100,False,False,False,som original,True,7
43500,15500000,558,1800000000,abbieherbert,False,True,2390,monday,0.36,6400000,10000,57800000,18,29200,False,False,False,Love You So,False,14
26600,4100000,1587,82300000,ericartell,False,True,1088,monday,21.54,6400000,24400,69100000,12,128600,False,False,False,original sound,True,3
5069,16300000,3,505100000,therealhammytv,False,True,1150,wednesday,20.23,6400000,47900,65400000,16,397300,False,False,False,Asshole,False,6
33900,9900000,1383,423000000,gabby_murrayy,False,True,1592,tuesday,18.09,6400000,9082,38800000,49,4643,False,False,False,original sound,True,2
174,8000000,69,340300000,samuelgrubbs,False,True,161,thursday,21.59,6400000,20900,33000000,20,55500,False,False,False,original sound,True,8
58800,8500000,326,529100000,britney.official,False,False,1489,monday,22.06,6400000,39300,29200000,46,137100,False,False,False,original sound,True,6
33900,9900000,1383,423000000,gabby_murrayy,False,True,1592,wednesday,16.24,6400000,6806,39400000,13,5607,False,False,False,Side to Captain Hook,True,1
3583,15600000,0,141400000,milaadkmagic,False,False,1608,friday,16.47,6300000,12000,124000000,72,143900,True,False,False,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",False,4
25300,8500000,275,116400000,dada_ahoufe_,False,False,1143,wednesday,13.04,6300000,153300,69100000,10,486300,False,False,False,original sound,True,6
27600,24100000,47,421300000,mercuri_88,False,True,1203,wednesday,13.29,6300000,43900,70200000,15,133400,False,False,False,оригинальный звук,True,17
8811,229500,9,13600000,aysia_nelson,False,False,366,friday,3.29,6300000,10200,37000000,142,9924,False,False,False,original sound,True,6
615,2800000,0,25800000,ferhataslanart,False,True,140,thursday,4.08,6300000,16300,49500000,27,14000,True,False,False,Arcade,False,6
65800,1200000,576,30900000,swjjs.editz,False,False,502,sunday,10.11,6500000,85100,56100000,12,147700,False,False,False,THE AUTOTREM 1.0,True,13
605,5100000,105,65500000,catarinarleal,False,False,1899,monday,16.22,8200000,16400,72800000,9,127300,False,False,False,som original,True,6
586,1800000,3,57700000,comeback.home,False,False,139,monday,18.58,8200000,15200,95400000,96,52800,False,False,False,Photograph,True,22
6901,699700,3,26800000,justmemes.official,False,False,181,thursday,16.08,8100000,39000,65600000,24,198400,False,False,False,Try not to laugh,True,9
49000,7300000,299,285700000,unique.planet,False,False,1036,saturday,18.34,8100000,21700,36900000,21,22800,False,False,False,its just a cigarette and it cannot be that bad,True,5
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,saturday,21.27,8100000,15900,154100000,15,50400,True,False,False,Calm Down,False,4
5857,19400000,535,216200000,ruivinhademarte,False,True,1296,sunday,0.30,8000000,257000,120900000,15,387900,False,False,False,Se Joga no Passinho,False,1
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,wednesday,17.20,8100000,38900,103000000,17,56200,False,False,False,original sound - エリン 𐐪𐑂,True,3
30600,121600,1010,11400000,valleydreamcar,False,False,855,wednesday,17.45,8000000,25800,62000000,42,408000,False,False,False,James Bond Theme,False,6
8050,2800000,339,53700000,laladulol,False,False,196,thursday,20.58,8000000,45100,54300000,8,129800,True,False,False,Beggin',False,6
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,wednesday,17.07,8000000,22400,177800000,15,68000,True,False,False,Calm Down,False,3
956,897700,28,13000000,universalclips14,False,False,166,thursday,23.28,8000000,40700,113200000,68,346100,False,False,False,original sound,True,19
3507,78700,95,9800000,robertapfranco,False,False,184,thursday,23.00,8000000,89200,41900000,28,685800,True,False,False,Until I Found You (Sped Up) - Heaven When I Held You Again How Could We Ever Just Be Friends,False,4
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,thursday,16.31,8000000,13500,59700000,7,28900,False,False,False,.....Wiii,True,3
68,59200,20,8000000,forb1sty,False,False,1,sunday,8.20,8000000,50000,73300000,299,86100,False,False,False,original sound,True,22
10800,1600000,421,41900000,guinutil,False,False,55,sunday,0.39,6300000,25600,97400000,16,33300,False,False,False,Brutus (Instrumental),False,4
43500,15500000,558,1800000000,abbieherbert,False,True,2390,friday,17.37,6300000,16500,79100000,8,88700,False,False,False,sonido original,True,13
5069,16300000,3,505100000,therealhammytv,False,True,1150,tuesday,21.00,6200000,33500,41500000,19,164600,False,False,False,original sound,True,5
15900,45500,3,6300000,userisbeingusedbyme,False,False,121,saturday,19.32,6200000,62900,37000000,15,49200,False,False,False,original sound,True,2
7858,51800,243,13500000,latta.1,False,False,8,friday,12.55,12400000,14300,78800000,11,275000,False,False,False,I love yall stay strong guys,True,2
25500,542100,342,16600000,ec_yang,False,False,342,monday,16.15,6200000,16900,27500000,27,16700,False,False,False,cant believe this bloody blew up,True,9
174,8000000,69,340300000,samuelgrubbs,False,True,161,monday,23.32,6100000,15500,42800000,14,174200,False,False,False,original sound,True,11
166000,5300000,1048,193500000,mcplaygt,False,True,1361,saturday,0.03,6200000,34500,32300000,33,169000,False,False,False,original sound,True,14
103600,141000,1503,7800000,bxrnesvsp,False,False,293,wednesday,21.45,6100000,66900,27300000,14,193200,True,False,False,original sound,True,7
8188,24100000,131,548000000,paky__official,False,False,4970,saturday,18.02,6100000,9443,76500000,26,6419,False,False,False,الصوت الأصلي,True,7
3590,4700000,3311,63200000,jessejosephgeneau,False,False,671,wednesday,21.01,6100000,18200,42100000,9,257800,False,False,False,original sound,True,6
1390,2700000,76,57100000,wat.ki0,False,False,103,monday,19.27,14100000,152900,72000000,37,1400000,False,False,False,original sound,True,3
3765,317900,74,21700000,snakeriverranch,False,False,200,tuesday,17.07,14100000,103000,97300000,18,790900,False,False,False,original sound,True,11
44200,2800000,89,68600000,pixyvava,False,False,866,monday,18.53,14100000,88400,146800000,15,85600,False,False,False,"Kingdom Dance - From ""Tangled""/Score",False,3
8243,1500000,193,33300000,tofuthecat2020,False,False,308,saturday,14.38,14000000,85100,108800000,27,490900,False,False,False,original sound,True,4
8149,112900,83,14000000,jaysal28,False,False,2,friday,5.20,14000000,29400,62200000,13,321300,True,False,False,original sound,True,6
3161,3200000,42,38300000,mascotzoli,False,True,260,friday,17.21,13900000,174800,102400000,16,486600,False,False,False,megan thee stallion meets travis porter,True,4
12900,1600000,230,55100000,kohlmanndean,False,False,334,saturday,0.48,13900000,221300,79800000,9,314600,False,False,False,IM PEPPA PEAUGH,True,3
732,18000000,237,160000000,jungkook,False,True,19,friday,5.53,13900000,350300,92200000,26,784700,False,False,False,오리지널 사운드 - JK,True,3
63000,2800000,520,53600000,tamarasbluechicken,False,False,138,tuesday,4.17,13900000,153600,99900000,27,454700,False,False,False,original sound,True,8
5768,3500000,176,87700000,peterkang0,False,False,2570,tuesday,3.08,13900000,237500,73500000,11,724400,False,False,False,original sound,True,2
4054,458300,135,21300000,kattenmilo22,False,False,484,saturday,9.14,13900000,102200,68600000,12,1800000,False,False,False,original sound,True,3
2402,708800,118,9700000,_foodelicious,False,False,33,friday,21.18,7900000,97900,73200000,18,185100,False,False,False,dźwięk oryginalny,True,7
25,260800,0,8200000,bbnetold,False,False,134,monday,20.48,7900000,21100,103700000,22,63800,True,False,False,som original,True,8
1881,116300,55,8100000,argenis_1999,False,False,18,sunday,0.14,7900000,69900,66400000,17,39700,True,False,False,Imma Be X Heads Will Roll Remix,True,3
282,197600,47,10300000,3ti_blinders,False,False,34,wednesday,15.28,7900000,22100,83600000,28,215900,False,False,False,som original,True,6
259,169800,1,11600000,true.crimex,False,False,69,friday,23.32,7800000,22200,44100000,20,15500,False,False,False,black out days,True,12
663,267800,102,13100000,pet.eles,False,False,155,monday,8.58,7800000,0,49700000,13,252200,False,False,False,original sound,True,4
47200,1300000,209,12800000,gioo_batistela,False,False,246,friday,23.55,7800000,84400,56600000,9,185000,False,False,False,boom,True,2
990,3700000,60,52300000,amzgboss,False,False,291,tuesday,12.26,7800000,26400,55900000,11,84900,False,False,False,son original,True,9
2047,150800,754,8400000,user1827298719,False,False,52,wednesday,23.08,7800000,55200,31800000,32,135100,False,False,False,Home,False,7
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,sunday,17.17,7800000,16200,52000000,15,17200,False,False,False,original sound - エリン 𐐪𐑂,True,3
33400,141200,1550,7800000,awesomelynch,False,False,5,tuesday,19.09,7800000,76900,57200000,13,423100,False,False,False,original sound,True,7
6140,2900000,216,62400000,mrsxanna.lyx,False,True,1311,friday,13.38,7800000,153300,113400000,92,57400,True,False,False,What About Us,False,8
762,91100,15,34600000,bvlash,False,False,43,saturday,16.33,7700000,21800,44100000,69,83800,False,False,False,Evergreen,True,5
102300,2100000,176,369200000,adelinadalevska,False,False,631,saturday,20.16,7700000,45100,36400000,57,41000,False,False,False,sonido original,True,4
255,175200,188,6100000,salwaaljarrash,False,False,39,wednesday,15.33,6100000,33600,70300000,66,150500,False,False,False,original sound,True,3
2581,2200000,96,12800000,ricardo_crespotv,False,True,139,wednesday,21.03,6000000,0,88800000,10,284400,True,False,False,Tampa Curhat Beat,True,9
81500,1300000,297,16200000,davide__scibetta,False,True,193,sunday,11.35,6000000,98800,70300000,59,320200,False,False,False,Wake Up,False,11
30400,18000000,1557,642500000,joeyklaasen,False,True,1167,thursday,6.27,6000000,5894,48300000,34,20000,False,False,False,original sound,True,3
4657,857000,78,29600000,fashionation613,False,False,369,saturday,19.20,6000000,9274,25700000,11,11300,False,False,False,original sound,True,10
16800,535700,11,18900000,darkklaus_official,False,False,134,sunday,9.54,5900000,50500,100900000,0,21200,False,False,True,UR FINAL MESSAGE - Slowed,False,19
40600,1200000,1,73500000,ahmedfreezy10,False,False,440,tuesday,15.17,5900000,12300,63800000,13,103100,True,False,False,Sherine drake,True,10
3256,2600000,69,66000000,dr.rami_awwad,False,False,1093,saturday,16.13,5900000,3262,104300000,13,532300,False,False,False,original sound,True,11
8383,146600,53,17700000,meghmarkle,False,False,731,monday,13.29,5900000,14400,33500000,31,85300,False,False,False,meghans poem,True,20
4084,5600000,3,383200000,thechurcofamily,False,False,971,wednesday,14.01,5900000,9425,32500000,18,177700,False,False,False,original sound,True,23
567,101300,0,6500000,tiktok.epic.mix,False,False,672,saturday,10.36,5900000,40900,83000000,5,531200,False,False,False,origineel geluid,True,22
32400,614700,1713,11100000,donnicho1,False,False,349,wednesday,1.36,5900000,0,49000000,36,101100,False,False,False,original sound,True,7
35200,1300000,991,67200000,cheyenny,False,False,656,monday,19.05,5900000,152100,26700000,13,117800,False,False,False,Ur appreciated ily,True,6
9,401300,0,8600000,nostalgia__hub,False,False,28,sunday,0.08,5800000,53500,30800000,18,91100,True,False,False,no sound,False,9
88900,3900000,423,79000000,boomshadowace,False,False,194,friday,10.11,13900000,43400,100300000,15,206100,True,False,False,Grillz,False,3
781,5500000,51,95200000,namenimsand,False,False,493,tuesday,9.26,13800000,164400,115000000,13,1200000,False,False,False,Goodbye,True,3
0,9500000,1,359700000,justthenobodys,False,False,860,friday,2.51,13800000,130200,88800000,54,663100,False,False,False,original sound,True,2
40100,7500000,4054,257500000,scottyhubs,False,True,588,sunday,16.04,13800000,134200,84400000,10,885100,False,False,False,sonido original,True,4
30100,833900,668,16500000,jinskie08,False,False,3,monday,3.15,13800000,76300,162100000,15,252800,False,False,False,original sound,True,2
17500,1300000,226,94600000,sydwingold,False,False,890,saturday,19.14,13800000,156700,73000000,8,507400,False,False,False,original sound,True,1
10300,619700,495,39900000,stone889,False,False,324,friday,1.39,13700000,21100,90900000,22,290800,False,False,False,Little Things,False,2
71200,861100,1052,16300000,taylorshelah,False,False,103,saturday,21.20,13700000,83600,70400000,34,218500,True,False,False,"Lyn Lapid - When She Loved Me (OUT NOW)""",True,6
5984,2700000,156,106600000,pikanab,False,False,483,friday,3.20,13600000,118700,53800000,56,262700,False,False,False,original sound,True,5
12300,316500,36,36400000,stefanb.hvnt,False,False,219,monday,14.15,7700000,60800,68800000,21,362100,False,False,False,original sound,True,7
477,260800,95,7800000,milly_____fotina,False,False,41,sunday,1.15,7800000,60200,99700000,59,110000,False,False,False,Home,False,13
5369,1000000,263,7900000,zenss.noah,False,False,199,sunday,13.40,7700000,9409,68300000,28,11300,True,False,False,Toosie Slide,False,5
49000,7300000,299,285700000,unique.planet,False,False,1036,sunday,11.29,7600000,12900,47900000,31,20700,False,False,False,original sound,True,5
0,76400,2,10000000,di96r,False,False,48,wednesday,11.33,7600000,35700,56800000,7,160300,False,False,False,I'm A Pimp Named Slickback,False,4
2847,172800,33,8300000,milliebobbybrown_.love,False,False,30,monday,11.42,7600000,24400,51900000,8,34000,False,False,False,Originalton,True,4
49000,7300000,299,285700000,unique.planet,False,False,1036,saturday,18.31,7600000,10900,33600000,23,16100,False,False,False,its just a cigarette and it cannot be that bad,True,4
4252,250800,269,7600000,misseiyzah,False,False,60,sunday,14.15,7600000,77800,63400000,8,535100,True,False,False,original sound,True,6
10200,1300000,12,23900000,fonzobs,False,False,344,saturday,12.23,7600000,31500,63400000,21,35100,False,False,False,its just a cigarette and it cannot be that bad,True,3
6363,149500,166,7700000,tylerdusty,False,False,28,saturday,20.02,7500000,57000,67300000,10,334800,False,False,False,Aint No simpin,True,4
16400,1100000,463,41300000,lakotalightning,False,False,299,wednesday,1.23,7500000,59500,31800000,8,50200,False,False,False,original sound,True,7
2489,133600,56,8000000,mathy5_mcd,False,False,3,friday,15.56,7500000,14400,74700000,142,113600,False,False,False,son original,True,6
4978,19500000,69,569700000,itskingchris,False,False,1344,sunday,20.44,7500000,54600,51100000,21,207100,False,False,False,dead man walking,True,6
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,tuesday,3.59,5800000,32600,52200000,9,40000,False,False,False,оригинальный звук,True,3
127600,180800,228,7700000,philly_.siah,False,False,245,wednesday,4.32,5800000,21800,52500000,9,107600,False,False,False,original sound,True,10
6232,1900000,994,121300000,s0cs0,False,False,608,wednesday,17.47,5800000,5289,122400000,29,12600,False,False,False,Love You So,False,12
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,sunday,2.18,5800000,28800,24800000,13,18400,True,False,False,More Than A Woman - SG's Paradise Edit,False,6
7636,1200000,66,33800000,aljon.df,False,False,332,tuesday,2.54,5800000,28700,43700000,7,36200,True,False,False,YAA TRICK YAA,True,6
226,12300000,50,274300000,davidbeck,False,True,1379,friday,21.00,5800000,118500,47200000,18,86000,True,False,False,Wishing Well,False,13
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,saturday,3.21,5800000,8136,41800000,14,19400,False,False,False,original sound,True,3
14400,3400000,454,151700000,edmundrambo,False,False,1181,wednesday,0.19,5800000,17800,36900000,21,19600,False,False,False,its just a cigarette and it cannot be that bad,True,9
74,457100,2,7000000,abd8.x,False,False,31,tuesday,1.31,5800000,59000,37700000,11,106500,False,False,False,original sound,True,10
6337,1100000,96,24200000,zak_catchem,False,False,375,monday,1.44,5800000,74200,74100000,10,48300,False,False,False,original sound,True,11
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,wednesday,4.20,5700000,36800,59900000,10,14200,False,False,False,оригинальный звук,True,4
43500,15500000,558,1800000000,abbieherbert,False,True,2390,sunday,20.35,5700000,13300,33500000,54,43500,False,False,False,Monkeys Spinning Monkeys,False,11
43500,15500000,558,1800000000,abbieherbert,False,True,2390,wednesday,22.42,5700000,47900,39400000,8,9050,False,False,False,Beach Bunny by Cloud 9,True,12
32500,295200,364,6000000,sabacc_aldynne,False,False,10,tuesday,3.07,5700000,36200,28400000,15,231000,False,False,False,you must choose mr bond,True,13
9022,12900000,32,360100000,pudgywoke,False,True,242,tuesday,1.48,13600000,201600,67400000,15,580200,False,False,False,Pudgywoke x YungGravy,True,4
5,982700,4,17000000,funnykittens711,False,False,46,sunday,7.29,13600000,87200,172500000,13,665200,False,False,False,original sound,True,7
7891,121000,151,15100000,kelseyhayes._,False,False,365,saturday,21.41,13700000,75600,66900000,58,618800,False,False,False,the winner takes it all,True,10
40900,6100000,775,175000000,korylittle_,False,True,573,sunday,3.00,13600000,34100,71500000,52,55200,False,False,False,original sound,True,6
254,12900000,29,172300000,menwiththepot,False,True,381,sunday,17.51,13600000,62500,174800000,60,410300,False,False,False,original sound,True,8
70800,16700000,2028,433100000,nathandavisjrndj,False,True,1565,sunday,0.49,13600000,36800,99100000,29,46700,True,False,False,Easy On Me,False,4
1421,402200,135,16200000,sophhutchinson0,False,False,24,wednesday,19.21,13600000,78200,83200000,15,241200,False,False,False,Shaxicula (Toxic x Love Shack x Dragula),True,1
2694,525100,255,16800000,sarahlawther,False,False,68,monday,8.36,13600000,100300,52800000,14,363900,False,False,False,original sound,True,4
13500,708000,1321,22400000,six8customs,False,False,218,monday,1.32,13600000,92100,112800000,95,153900,False,False,False,original sound,True,13
6058,7400000,321,286800000,kennelly_michelle,False,True,3005,sunday,16.02,13500000,37200,150800000,13,49300,True,False,False,love you like a love song,True,3
10600,274000,206,17200000,ashakosh,False,False,1139,tuesday,20.38,13400000,48100,71100000,11,1700000,False,False,False,original sound,True,4
19600,4600000,305,113400000,tristan_maloney,False,False,903,wednesday,20.59,13400000,126200,86600000,32,552400,False,False,False,original sound,True,4
3088,167200,311,14000000,jzynda,False,False,14,monday,20.56,13400000,102700,65500000,9,436900,False,False,False,original sound,True,3
427,671700,12,8200000,albertis.world,False,False,185,thursday,9.47,7500000,19900,128000000,13,111600,False,False,False,Дикая львица,False,5
48400,624200,290,16600000,martinkrl,False,False,29,wednesday,15.13,7500000,62400,39700000,12,11400,True,False,False,King's Dead,False,5
40200,26400,619,7600000,brebarros7,False,False,69,wednesday,11.57,7500000,49700,47200000,15,426100,True,False,False,Earned It (Fifty Shades Of Grey),False,5
53200,237700,48,34800000,agonzhh,False,False,148,monday,9.22,14800000,82400,148300000,12,97500,False,False,False,Originalton,True,6
1634,1200000,13,13800000,funnyfailscompilation,False,False,28,sunday,15.10,7400000,18200,60400000,64,428400,False,False,False,Love You So,False,17
6,340700,1,11000000,svedit11,False,False,31,monday,18.21,7300000,18300,72800000,140,176300,True,False,False,Alors on danse - Slowed,False,6
30200,9400000,594,121700000,ruicarlota,False,True,2285,saturday,0.33,7200000,93400,133600000,19,81300,False,False,False,som original,True,6
2763,43600,157,11600000,georginaflys,False,False,184,thursday,17.36,7200000,16300,44100000,6,45300,False,False,False,original sound,True,8
152200,11500000,1113,382500000,jacob_rtt,False,True,1889,sunday,17.03,7200000,33400,58900000,25,18000,False,False,False,Fantasy X Feel So Close Carter Walsh Mashup,True,6
3907,679900,2559,8900000,playwithlife1979,False,False,131,wednesday,16.48,7200000,45400,63000000,25,74700,False,False,False,original sound,True,18
61900,658300,657,29900000,reboir,False,False,388,sunday,10.06,7200000,68200,37700000,33,413800,True,False,False,original sound,True,9
32700,814600,216,73300000,modelsreprise,False,False,555,friday,10.27,7100000,10800,49700000,36,17100,True,False,False,original sound,True,6
8377,154000,222,7100000,irlamariaa,False,False,65,monday,18.39,7100000,58400,33000000,27,58100,True,False,False,Track Star,False,2
4190,124700,353,17300000,virgify,False,False,99,sunday,19.35,5700000,25200,31200000,11,62700,False,False,False,original sound,True,22
20200,33300,1249,6100000,.ariannesagum,False,False,401,saturday,12.04,5700000,54200,31000000,10,97800,False,False,False,original sound,True,6
61200,6300000,538,220100000,brenttelevision,False,True,1336,friday,17.31,5700000,15700,30100000,48,13200,True,False,False,Sunny Day,False,3
144400,51500,96,10800000,fatimahbh_,False,False,15,saturday,23.11,5700000,55800,30500000,38,68600,False,False,False,original sound,True,5
109400,3100000,433,62100000,nycx.zz,False,False,107,thursday,22.16,5700000,13200,71600000,16,10800,False,False,False,Brutus (Instrumental),False,4
6154,1500000,205,40700000,pedro_santii,False,False,610,tuesday,20.00,5700000,41000,24000000,23,54400,False,False,False,original sound,True,6
13400,26700000,508,562800000,jeremylynch,False,True,1111,monday,14.53,5600000,59700,35100000,22,318700,False,False,False,original sound,True,4
72600,418900,384,9800000,dice_editz,False,False,4,friday,6.15,5600000,3320,46900000,58,16000,False,False,False,original sound - IDEADBALLI🇵🇭||𝐆𝐎𝐃𝐍𝐄𝐒,True,7
5324,526600,371,35100000,liisa.niiko,False,False,961,saturday,18.57,5600000,49400,39400000,14,136300,False,False,False,original sound,True,6
24800,1600000,108,16900000,jatinthanvi3,False,False,131,tuesday,14.35,5600000,36800,78100000,14,73700,False,False,False,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],False,8
